primary_id,measure,year,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35
45,measure_1,2022,0.23790260841905653,0.0009561000926984198,0.1300021930434031,0.7626268807359706,0.853099116394417,0.8830422468553967,0.7691336677105532,0.8816463474751398,0.19267986683546634,0.1227265514062742,0.002480240603344619,0.7037810893605543,0.9758248045237887,0.7892434683733264,0.02941136597126126,0.6226874172306686,0.12027258380756445,0.3834836956574762,0.10747967410816617,0.5924173779678198,0.19966634177161957,0.2925965696401672,0.8171767599998612,0.4616016274266057,0.6687303167047026,0.5677392377530434,0.632517006035989,0.39832925321432844,0.13919996181809835,0.8262604532923647,0.16025165160406518,0.6132578093917147,0.7421772536145285,0.4743302039294708,0.24666894643764425
45,measure_1,2023,0.4066234489216557,0.1968200749300424,0.7957817840081065,0.7480035525297615,0.8759311533409068,0.9987946765427435,0.040798535965471006,0.9196548535829948,0.751615853146579,0.3850510160745506,0.28442636526606957,0.19952067659922323,0.5787048324722296,0.6733315650788687,0.8965686700898859,0.6023991079304541,0.7108276844253028,0.06644920340450111,0.7332463946265441,0.9434122221790234,0.1383633209911842,0.8162122883048084,0.6064576226934845,0.4735711687866627,0.20583123692206018,0.9286888684683862,0.5097666497288696,0.49271803407147907,0.4720569429041933,0.8966820767106727,0.4649331126395224,0.024235481353633626,0.9264350410025592,0.6482358186197779,0.919927633057793
45,measure_1,2024,0.9723886374416253,0.11392110158669977,0.40444335423767763,0.42666285605915333,0.27278679168416853,0.5141219721161355,0.5531228436595665,0.6263895092877971,0.9329094256769614,0.22967685837229324,0.24381339184506512,0.6000448292048968,0.7559515018478621,0.3613442174492789,0.32574537572079054,0.7812253825369815,0.7220329552610422,0.21017670802960897,0.2608874794585253,0.26030726453639674,0.3555529342520751,0.2360884205415158,0.36438350674907616,0.26605540045095155,0.621360064136171,0.14572265135414497,0.6931550698236758,0.10856382277649212,0.21948376396237856,0.44922962302088554,0.6393912902644465,0.8625534329603134,0.30705882445012533,0.8229922964768223,0.03349484949744419
45,measure_1,2025,0.8408558757387934,0.32660151955785066,0.950904493917672,0.8270356432379423,0.8392002223970279,0.13484465140449942,0.357136154031236,0.7610284130848146,0.5236443565518516,0.7620427798630357,0.9867984039772554,0.7652835118268558,0.0978102995546608,0.6352922109260949,0.16240428302566456,0.9766752733419234,0.8140623825623872,0.22564727445311594,0.8265671612057206,0.5652681733736147,0.6148631863009892,0.6654458686611234,0.430588705320436,0.9270554569982299,0.34662484766519597,0.8628750492366977,0.954481024394078,0.836842076634138,0.0012012026784631313,0.17514410418487592,0.13715841855478406,0.16955284800732595,0.5039832936658865,0.0752991365495056,0.8961568388649764
45,measure_1,2026,0.20355298302760294,0.7911134570301643,0.08299202895893798,0.3765141246127136,0.17747569002128194,0.27700695983257173,0.025679838648999254,0.187879641360724,0.08254889898196316,0.20296340662450074,0.18326694800043974,0.7416778988930947,0.6841633429665978,0.8038470362028171,0.7745078221501626,0.5652195138977049,0.7609216303067606,0.9530322512381425,0.941936939274923,0.7437616276642269,0.7692842940991385,0.9493276320267151,0.823939144651984,0.9042910670037834,0.9552441405656774,0.49234443475985756,0.3771769345762509,0.17585728196041073,0.8584041744746325,0.10875883472177073,0.5050866835788906,0.9255334822508716,0.2844119516348613,0.8906718833081197,0.8349768826682993
45,measure_1,2027,0.14556378013185334,0.17248784638768666,0.7664359838796659,0.872013869985805,0.5209653801459988,0.8260763497383522,0.6719437420880421,0.6612361077954995,0.47227466246813576,0.21757914474401763,0.03873835924190561,0.93736414751941,0.7347862724953803,0.5137999214287967,0.10211561507496913,0.1965874003058572,0.6787502877149066,0.4393659170697457,0.95595747549805,0.7093162068722991,0.5760281431597596,0.9797381857144658,0.10064267786951098,0.13664025559750537,0.3634753370802182,0.9175698595787641,0.7685962471367435,0.5767955479053619,0.5905654822149048,0.14937643149210145,0.6190029707944075,0.8943111259044891,0.9815588313014878,0.34648224354649115,0.9470648356341119
45,measure_1,2028,0.05108663743500941,0.5948214981541058,0.683451280482593,0.18274580075580416,0.11176620935578852,0.5700600223659904,0.07135078716465215,0.2851892762213558,2.9843434675491665e-05,0.33196848424309877,0.10361717333208897,0.5896150025140252,0.8078370532528493,0.45874643028947015,0.9004111558890011,0.2621003780502891,0.936684529898473,0.39111937251641193,0.09971360026262732,0.7211394416155135,0.877227889889008,0.33878257331702577,0.5906674369758801,0.9793139672234322,0.9120674366183004,0.5377301379937514,0.5534791346499444,0.04680024813753447,0.5253654639785214,0.24368386201701497,0.03951037831631554,0.7257848053806978,0.7470435729412599,0.5904366731415209,0.9813907943365133
45,measure_1,2029,0.4681226206265896,0.9888557622413899,0.2853180368824769,0.6548694213019574,0.3666035861804501,0.3876605242233626,0.35665363861708843,0.7033324522014653,0.9786556143294705,0.03966442314022589,0.29877628307655846,0.7475382555143018,0.028706272865497207,0.38851748781443685,0.3047367975345805,0.457010401035858,0.27664233280216777,0.4133106972053824,0.779371097997662,0.41934332535609553,0.7104407747346942,0.15810471086160938,0.9998707384439235,0.8807562564664371,0.5549504116615985,0.16590446711831852,0.44730504900205315,0.03156810531135068,0.7947510828590588,0.24521509276011744,0.7287814468557898,0.3703208883194744,0.16223424546912346,0.7801079739054766,0.3493065221143693
45,measure_1,2030,0.8686461066452981,0.017049142090313607,0.9159250277525025,0.2595437674766631,0.5827186330186557,0.7560216883846412,0.9152450928320978,0.4291939956020925,0.750360856147476,0.9300452843369295,0.7170636233895608,0.8973837676022001,0.9732038431292188,0.761753783686065,0.4133350610620765,0.49796065766523123,0.07229274315826006,0.8033810280476553,0.8229857908018082,0.036880124608092535,0.13645905818294712,0.9283420152122775,0.4205469221485466,0.5951297328181077,0.7596338157646331,0.6616356029936997,0.14668153086379743,0.8894360124780691,0.37337253901763834,0.5444735332282045,0.6139326450361348,0.08620369379983472,0.33676645713592634,0.46881651945511627,0.9595769759247609
45,measure_1,2031,0.7232128960614912,0.942498504473156,0.5070042250597145,0.9038622773766083,0.9646359312357957,0.5138243781013023,0.6125260232207926,0.08524363528902057,0.41275594677409455,0.5526104993342553,0.7750533088432066,0.17695281136167929,0.32788810596895623,0.12802418731068788,0.799421639309296,0.0022543802051393502,0.09209722293403322,0.1240517660817878,0.04875680843735464,0.878494803930195,0.052395739101792516,0.5339632927696484,0.4569907570289816,0.2612693874163754,0.6497587030089027,0.09590495341108718,0.6587600299003369,0.07727780766513082,0.13757965803186745,0.21012752838972504,0.7492203059587679,0.5821570995805169,0.8608885164917469,0.7687687543135885,0.8353105161500664
