primary_id,measure,year,cost_1,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7,cost_8,cost_9,cost_10,cost_11,cost_12,cost_13,cost_14,cost_15,cost_16,cost_17,cost_18,cost_19,cost_20,cost_21,cost_22,cost_23,cost_24,cost_25
14,measure_1,2022,0.41873983422472627,0.13618196868708465,0.6685275402028341,0.23812192042404,0.45631839303253563,0.4384778926059929,0.460805874641648,0.30708412468917223,0.017812270533716368,0.5768832796415435,0.7536328198623784,0.10999277253039541,0.3746427403796523,0.6344357344098666,0.5545023686049362,0.29206411750710026,0.3744645481343699,0.30683393168941586,0.5893392029640788,0.22171877974317955,0.3912776329391163,0.04111890277557917,0.6772040312187652,0.10427796779749876,0.4937084811546447
14,measure_1,2027,0.5395814466208085,0.9571539388716818,0.5676253613068607,0.21778261632650786,0.8946264864669016,0.08962520502741378,0.8357066378868406,0.10410709311997646,0.025640423069588136,0.1911562508884781,0.815047959336055,0.003030182376225654,0.7489186488946062,0.12260651457751315,0.7913105499748521,0.06523429988319251,0.7954556705997925,0.03126923598344067,0.5422688539840081,0.9683146599348261,0.9244280949836924,0.3853900874545374,0.670914543818307,0.9437259788368795,0.6043142519556782
14,measure_1,2032,0.3283180599016361,0.27852897375528285,0.6786701127288565,0.7161830881273319,0.6299721960424265,0.23481037606184862,0.8194786384942722,0.8221994452976957,0.9686479023734467,0.8090034633719908,0.488952727413103,0.26079730575635707,0.7508756917906143,0.8728350713919587,0.5165934375696022,0.5816563702595531,0.1638914605599494,0.44232990973116104,0.8741398851402544,0.5824240698819285,0.1672122938458983,0.08230428066696271,0.011866456244379098,0.8000874572175258,0.16586642761230996
14,measure_1,2037,0.6093631096044336,0.1968083993871551,0.00297662345085814,0.36782414296075416,0.35132393308852106,0.11357597120798246,0.46688657284191215,0.8566292028560735,0.44839195361418827,0.18326460684499957,0.5286524704930665,0.9517902496103489,0.7610441826057972,0.6355906841508507,0.4802886120722195,0.05770435150605002,0.5120583263181538,0.5632194819648308,0.6879255983640368,0.4980623004259547,0.4126156260809263,0.285109181499028,0.5840405744264349,0.35283937377125596,0.39617503938346754
14,measure_1,2042,0.24262916161392734,0.003755046460114597,0.6303647225223475,0.7725783201045184,0.017679304443184995,0.523064566757674,0.7717464823801914,0.43149355146800616,0.3934435407745638,0.00669012024864668,0.9755376771491996,0.6467466282561612,0.928893499309456,0.44340973538346207,0.44157111212782474,0.34720907281058144,0.7458875570679917,0.14445875683204223,0.4660920888805927,0.5069830263926117,0.5942054932502183,0.5336368291805031,0.5940146706785696,0.8839186070608716,0.6987206438761064
14,measure_1,2047,0.9777436724659521,0.9807615823428545,0.9727313714552054,0.32348300805585795,0.6185432173429884,0.41066556746121086,0.646353668779243,0.04232855059245666,0.021962873846261832,0.6545249815358398,0.24874211024937998,0.425123972240943,0.7650575257112228,0.20792887562849516,0.30912108877558486,0.976641037625576,0.07202526684598698,0.6721705529613244,0.02131741727208669,0.5261948817049145,0.3612103832186916,0.5409254967008078,0.32279824954113,0.6750325894519856,0.004583820938094174
14,measure_2,2022,0.45639646855884386,0.9453847092387079,0.8124655540800201,0.08623187436105584,0.5741378094361069,0.8837599603891406,0.17806624279213568,0.6715493072500376,0.11178126056664162,0.7780640003522419,0.9669960353651832,0.13465359062775573,0.19329397558454586,0.4735646897165743,0.15625131338035514,0.3700267614479841,0.3781797108659033,0.33318130628450815,0.9427273842118448,0.3854839928044451,0.7780994628866402,0.3245557259762092,0.9166695926784977,0.017731379279055548,0.5051866815517463
14,measure_2,2027,0.5158874739221291,0.5713629271802426,0.9866535637780138,0.16392660557069383,0.9596806517611987,0.41124851553634456,0.5291654136890801,0.8682938261498021,0.8511882900048205,0.37388145230295444,0.004584292086320274,0.5820314562864514,0.788510448637794,0.5952756038404409,0.8654673506200159,0.13101962252207655,0.5748597589739392,0.5627930233977059,0.8933147765869457,0.33431874380320337,0.4978299961492363,0.9319754735577728,0.8968718292245261,0.4601204282765077,0.8886636551236932
14,measure_2,2032,0.5127937451984111,0.9583951431732998,0.12155932102110756,0.6159166118936318,0.3398503016712906,0.13866818761753796,0.28517158072337045,0.7229941906856076,0.8083049979225871,0.8258018676345024,0.07747900548504305,0.7768782059993948,0.10694240996713666,0.5194080881911087,0.6702632950435706,0.5207730610332658,0.5523800147741866,0.022798464618897007,0.765416273524936,0.4207513808616312,0.9029912739873421,0.7848690066037755,0.08905586469910176,0.8105964451068302,0.5183353929899414
14,measure_2,2037,0.2529818372084378,0.04087608436555412,0.8370550255462269,0.5493262283920263,0.4548149600678718,0.9242565988449216,0.7934706435839868,0.20852549271449916,0.4574997293932197,0.8229725259365552,0.578193745819058,0.3884860604697774,0.08076476471066396,0.9449986344702501,0.1784928044021299,0.368047016839252,0.4597334701495839,0.45503202318608593,0.6499114785230388,0.7817544705669174,0.8606790531814432,0.20454723250666107,0.9329885150304675,0.8791583149277559,0.9846039209695936
