primary_id,measure,year,cost_1,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7,cost_8,cost_9,cost_10,cost_11,cost_12,cost_13,cost_14,cost_15,cost_16,cost_17,cost_18,cost_19,cost_20,cost_21,cost_22,cost_23,cost_24,cost_25
49,measure_1,2022,0.5676410141216672,0.7079119609681873,0.9305708138420405,0.2954334853993411,0.8224793143298128,0.5540911090588733,0.01492068419497472,0.5641481787173046,0.3292304506326341,0.9018403267777002,0.2754643279395417,0.38095506297039006,0.3802810445175109,0.4026863901411234,0.9722111143861488,0.1273280806865601,0.8742457646246339,0.7596943165273754,0.6801450134637232,0.14175813094791778,0.5427758736737139,0.9676475352817632,0.5737426374404371,0.6614493834073385,0.5827511929639471
49,measure_1,2027,0.41802928813910145,0.20742436727557356,0.14170033961707174,0.9618209208158549,0.3044434132846038,0.09979459353005271,0.5609965942130827,0.7601561384553773,0.8165346614494836,0.11273103722133115,0.8510336712679257,0.9546056877707433,0.8405795321085084,0.7396986005170865,0.013808167999454501,0.6197499195697636,0.47653575851073726,0.009902766733607793,0.18592949803397274,0.8908802782887428,0.7534396639933492,0.5717384948826081,0.6755140536296951,0.41183295383369045,0.05306959468981598
49,measure_1,2032,0.6289833162668407,0.8626655552752907,0.993293492057921,0.9116782331796109,0.5891210907682826,0.4364010890145983,0.9213762524374658,0.5514412577065987,0.803545773533504,0.6862818018126242,0.39153269929651224,0.27120925911907123,0.8783643175940323,0.6554023948382262,0.2156459425677114,0.17225072875155523,0.7307630260814988,0.5196403329111924,0.05535055694924251,0.8570194728255766,0.3789182145201885,0.9354579246504487,0.692938153476783,0.7365246556999023,0.3470530713353138
49,measure_1,2037,0.8069661258848722,0.380089137745416,0.3955405001675373,0.6954922296134741,0.3410026591100067,0.8587878604535567,0.7857639765250529,0.0008745378725251163,0.5520380041986781,0.7793249422715343,0.5708815671173529,0.9258604882852212,0.27585469915171834,0.988319974234107,0.45529780686422994,0.2992532141571712,0.8478724584743587,0.674674892292729,0.414520633600152,0.5766389951835245,0.9532841706257955,0.744781404266042,0.00371522480045694,0.3520373838932719,0.06310051922039173
49,measure_1,2042,0.6298185377084303,0.9832770881390374,0.8691878105708373,0.20537612038670428,0.5486836077348268,0.6865683636133557,0.38318213033942583,0.24669852414560633,0.7092621715372205,0.9354086438455008,0.6315000842393211,0.180612375851812,0.7636627880549848,0.8131479653995595,0.3939634834381134,0.8588378279858407,0.1965683964855638,0.5446952004855872,0.8734425658983213,0.17689859905807526,0.5097330181173299,0.5972669541746146,0.13045085115601207,0.48077191842557565,0.9974052815447948
49,measure_1,2047,0.5574438299018833,0.26113808803095606,0.9057638174515834,0.4900056141072032,0.705869858687818,0.06032962746615489,0.28160954056292997,0.5095473381733114,0.015721908865597656,0.7895974312623956,0.686124232454774,0.4070443460453065,0.7677570405574239,0.9993693447327395,0.9014316878669869,0.3226765295879064,0.026861664733381474,0.8740990016646798,0.18384378414173286,0.9872255931315781,0.45112628870823557,0.7639770917172489,0.9037683618114308,0.8062685955668092,0.3360200471144579
49,measure_2,2022,0.8842350562864677,0.8897468567886736,0.8925021100530599,0.9349866044123654,0.28515133319609953,0.552437810856212,0.6132756315766319,0.7281446416400295,0.5798404040015946,0.8877572588614723,0.5760799598108834,0.5167453552980246,0.9353454653393399,0.24240113373131544,0.1837016400396354,0.9018580798507764,0.45192514356776536,0.47784997970792586,0.2673335724046815,0.07525683283272755,0.21076473508088223,0.8763348908836252,0.8800357065113498,0.9201338359975206,0.4715831202009285
49,measure_2,2027,0.9231739951165113,0.9193487438975769,0.28815972599038664,0.32288608415442166,0.8655594790631027,0.7598019820086578,0.5143719050682126,0.9716694877079912,0.34641366021220077,0.787034005626664,0.03620298610099415,0.9331740729058723,0.6015471354466825,0.8964548367662172,0.2735812189399367,0.7969325237386383,0.23895112593284074,0.8725732886538055,0.7652638377847548,0.6010495445882225,0.42214544764198536,0.31226340926479845,0.8423152681882355,0.09975337622307046,0.9215837340879249
49,measure_2,2032,0.9289773654872163,0.34947309994487186,0.5925766740349988,0.37883345799428303,0.31719614005870167,0.046751448344602986,0.1104176303654213,0.21363305225165596,0.8467064836146105,0.917317668358282,0.32263764089109315,0.3594320854797898,0.7543994762240722,0.46985738653115894,0.39888819661413855,0.14959800286601066,0.09622849565167502,0.9719517268557784,0.3525605045491085,0.8789414486182431,0.8891496830099211,0.3857027540163057,0.752694841039077,0.70241627180635,0.7409388530107709
49,measure_2,2037,0.2882185959705448,0.616741012582008,0.18973814635059516,0.9315209394500662,0.9776362210568599,0.4041596310611084,0.024034960742116973,0.1727783934955618,0.9555345323779041,0.7551097249958623,0.16676360149924352,0.2521506966695093,0.8597287219574244,0.9757825864343151,0.37385378247880485,0.2513858557634351,0.6616120907381898,0.18377106159403078,0.08936784794785668,0.9922723304765065,0.2585222147690329,0.35745684332012395,0.4708140573423194,0.8763787715110684,0.7855045806703443
