primary_id,measure,year,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35
18,measure_1,2022,0.4126238790134237,0.9493433754270086,0.11162315978596338,0.7702153074635025,0.36735317212560337,0.2993605883277678,0.41899943642187554,0.45283778172496714,0.19995857566545416,0.021095357200584308,0.822570216996325,0.2683032268378055,0.6681462293745637,0.8914905851221901,0.3630734945943074,0.025238117677887417,0.21001414927442652,0.46807846311780277,0.5769502002418996,0.15878399940952692,0.9778461527815916,0.3487309590087574,0.6282165394254867,0.6127492305819396,0.5782024972912652,0.5660510650315349,0.06775698050638401,0.47386538095029396,0.6651646922186285,0.18653490633394898,0.528444316791867,0.13706215617442152,0.04584928617190498,0.04151962063291825,0.8193411665634288
18,measure_1,2023,0.5735037564251401,0.2611912656464379,0.08421075885938856,0.6429530915408384,0.7005093132393763,0.9325085440400716,0.3723758885559558,0.01890165768802121,0.2143245934009682,0.5483719930838243,0.9959456488502815,0.7014395655272114,0.5077695813905122,0.021718062884142575,0.523978396917379,0.3850496616583754,0.4554387629858898,0.9255553835181857,0.3793334840923497,0.9053377981503733,0.8423940895714797,0.3256069788717719,0.6370744139380907,0.24808335622470434,0.4558902351734768,0.3441258899447944,0.8680533789463263,0.3390998225692098,0.2758636219568653,0.4906328709771218,0.7714008484844748,0.11236944507115054,0.6294634100987595,0.8277641137917449,0.09025028843608462
18,measure_1,2024,0.4266109378165365,0.6168550414133237,0.5026485263498219,0.9752914600008918,0.45019665240207485,0.03150408283954664,0.8899143610021036,0.32932957126267437,0.9397930654155447,0.48927529604343034,0.849173130392954,0.426052519982415,0.6579870142221805,0.6688544123657856,0.4935321966732754,0.4553842022555892,0.811985686356007,0.08740751541377012,0.37097918025689447,0.2961817440054372,0.7324280152274233,0.27483928832347415,0.8769596729382256,0.3888947035854966,0.7845920581849186,0.45978063139857517,0.8271848918065169,0.8392983134272136,0.8486070845186217,0.2236247052692868,0.89552661566615,0.2960802800013642,0.7847263592123519,0.9071336351096915,0.18865439987150978
18,measure_1,2025,0.33479578421128875,0.16306946895499708,0.047511385285001984,0.3104355475259032,0.9346519349298092,0.5951901998286298,0.4751450377218084,0.46171388236771815,0.45591105037568813,0.9695408277786927,0.47046732542933845,0.6213836129128214,0.8898457237028896,0.5165932395551042,0.350754489356359,0.18650312329891938,0.24828122795980068,0.9403002426982925,0.8830191233435889,0.44097613085649967,0.7852670037644697,0.5059564912512345,0.6337620008432849,0.6929499926921348,0.00030968777899598177,0.8361092708773231,0.9472445732720716,0.19077187892613579,0.5925980774418883,0.7529817628983791,0.06467532414623312,0.3817923193586542,0.8977730258416975,0.9006893632239804,0.13259219638777775
18,measure_1,2026,0.5518433827817547,0.5407273899864995,0.580637121112183,0.07661694107726291,0.3139436906570605,0.43944226490638305,0.4528460751548027,0.9541491478718557,0.018382328271501658,0.7432534585369245,0.9343370150772774,0.6510313977142518,0.007328405810200556,0.8274458335997507,0.6444118893930246,0.6141675197480259,0.8064832759911912,0.2668086940774048,0.29942487993034683,0.1834254493666022,0.8966307622940654,0.5909720801345044,0.3113871762211943,0.32607287694583675,0.6504256205326967,0.6562554346867048,0.22927685853254565,0.1961947155486108,0.8471199119348126,0.1487506390766643,0.8224053713588066,0.5099967417720266,0.8790836410749675,0.3283931883856057,0.6869968104084546
18,measure_1,2027,0.7128592147001434,0.07033834273328987,0.36471404722236656,0.7335659473450815,0.8340970070480991,0.23517061321046528,0.4377583105086085,0.38295674704995,0.6873394113490435,0.5762281164385294,0.985963655023822,0.09506851308769126,0.10004540422626973,0.909871094429339,0.4218583235430713,0.1806620856018466,0.859402384154237,0.6766072983622964,0.91730094518859,0.40407072290322865,0.6533035447512792,0.9234828118002902,0.7400115294516698,0.7472520452895685,0.8910461115961419,0.5135010265211771,0.044867719721573995,0.3660601138967775,0.6410979246053159,0.1956778729629557,0.9956995414832062,0.6111189820333397,0.9391282423713357,0.4796297196549355,0.5013939737489843
18,measure_1,2028,0.42162060980367977,0.573324196712365,0.611357905304439,0.6316278034108027,0.3694641055286668,0.21265071263040025,0.8554689921791089,0.6477255073880193,0.26713347869389426,0.25392078350981584,0.26660506096170844,0.4185858369461303,0.6133619580877825,0.8790018399784719,0.9240129547012194,0.694045936341286,0.06068456652181187,0.915880490146857,0.745381102596003,0.741561437223865,0.16809020282578147,0.23557244480757622,0.5394309623202884,0.14247645908984818,0.893980197646865,0.3133001847418504,0.9232603519429611,0.3573974544892913,0.9509801086824611,0.4805412492768607,0.6459741857707461,0.4416513531601596,0.8626676828686282,0.751589299432542,0.7136353599094031
18,measure_1,2029,0.433719832043754,0.5933575252823962,0.2211025982426762,0.7008249752792709,0.9723883571680856,0.2519731871284866,0.4236033501513853,0.31438692727229456,0.7662246548039319,0.1842690244101759,0.6834483827742311,0.7652838191236988,0.7721184361914466,0.8754760290037724,0.9735861883720186,0.5567594491867092,0.305577005572252,0.24777885166022473,0.09343806227061724,0.7192211655027599,0.10229180914530756,0.29792929545249347,0.06276902673228524,0.819052186399209,0.26813418216770757,0.37401385386127306,0.21258770506082048,0.4062736526688472,0.4638599715576931,0.6365404809641978,0.1473126678523261,0.9282706794950699,0.4973052811504336,0.2887643057157192,0.1531316654550583
18,measure_1,2030,0.6754389910552354,0.6803407690179473,0.22430452151112423,0.03847373055399972,0.9063301088790603,0.7983742768003596,0.08546931336647257,0.284516388546162,0.5620333834364515,0.5482155799152988,0.4946637609892238,0.7273101687646544,0.790097811030315,0.4458630048662665,0.4734363224409259,0.736795744386103,0.831483866903982,0.7413146994410472,0.4992017631094906,0.7640519283063317,0.5260503254892832,0.7139670088676643,0.2938599893878572,0.9698985984514473,0.960837707052741,0.6782207006057067,0.0642524036344595,0.9188781280951503,0.9938856488932962,0.4104610946210965,0.20303007091104563,0.6076919271739253,0.20562393848645266,0.15737810723096257,0.9574080766099514
18,measure_1,2031,0.5721425946203755,0.922397268338208,0.367127627545756,0.07070093662810728,0.4078693649590419,0.36715733923902394,0.3787851105102179,0.6264445975287327,0.009975100594250996,0.48789449765032533,0.0992014179853773,0.5542371025714414,0.6156287979486286,0.331666581916763,0.339837819126669,0.9424822468160065,0.7047084977437914,0.63572240817554,0.62004650040448,0.5942996789690759,0.24096882921156582,0.19648352921480083,0.26162711406780426,0.949401088938638,0.8323077024032988,0.009955285459915197,0.8721965206579082,0.39948335206340735,0.00824009856453245,0.9938430425200164,0.12302486647482502,0.23114365614833932,0.7624653694378324,0.42926671614267164,0.044943712230870125
